stem,non_J_elements_and_relations_source_transcription,contains_source_question_mark,status,source,source_url,transcription_note
438,β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
440,3β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
444,α1 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
445,α1 β10/5 ; 2β14 β6,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
446,β10/4,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
450,β12 β8,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
453,α1 β10/4,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
454,β10/3,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
455,2β13 β7,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
456,β112,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
460,β1 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
461,α1 β10/3,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
462,β10/2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
465,2β12 β8,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
470,β10,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
475,β1 γ2 ; 2β1 β9 ; GROUPS OF SPHERES ; omotopy (continued),no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
476,β1 β10/5 ; 5γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
477,2β10/2 ; α1 β10 = 5(2β10/2 ),no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
478,β14 β7,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
479,3β112,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
482,α1 β1 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
483,α1 β1 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
488,β13 β8,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
491,2 5γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
493,2β14 β7,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
494,β113,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
498,β12 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
503,2β13 β8,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
508,"α1 h2,0 β10/3 = β2 β9",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
513,β12 γ2 ; 2β12 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
514,β12 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
517,3β113,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
518,β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
520,α1 β12 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
523,2β2 β9 ; β2 γ 2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
524,α1 η6 = β2 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
525,α1 β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
526,β14 β8,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
529,2 5β1 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
530,α1 β2 γ2 ; [detached superscript fragment: 2; inspect source PDF],no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
531,2β15 β7 = α1 β2 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
532,β114,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
536,β13 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
541,2β14 β8,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
546,β 1 β2 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
551,β13 γ2 ; 2β13 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
552,5β12 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
555,3β114,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
556,β1 β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
558,α1 β13 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
561,2β1 β2 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
566,β 12,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
567,2 5β12 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
570,β115,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
571,2β1 β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
572,α1 η7 = β3 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
573,α1 β12,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
574,β14 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
579,2β15 β8 = α1 β3 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
584,β12 β2 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
589,β14 γ2 ; 2β14 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
590,5β13 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
594,β12 β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
596,α1 β14 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
599,2β12 β2 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
601,4β115 ; continued),no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
602,"β5/5 β5/4 = ⟨2β19 , β1 , β5/4 ⟩ = x602",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
604,β1 β12,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
605,2 5β13 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
608,β116,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
609,α1 x602,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
610,"β1 β3 β10/5 = ⟨α1 , 5, x602 ⟩",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
614,β 13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
617,"x617 = α1 β3 b22,0 ; α1 β1 β3 β10/5",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
620,α1 η8 = β4 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
621,α1 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
622,β13 β2 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
627,3β1 β12 ; β15 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
628,5β14 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
632,β13 β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
635,"2β4 β10/5 = ⟨β9 , α1 , 2β15 ⟩",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
636,"β5/5 β10/5 = ⟨β13 , α1 β12 , β10/5 ⟩ = x636",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
637,2β13 β2 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
639,4β116,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
642,β12 β12,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
643,2 5β14 γ2 = β5/4 γ2 ; α1 x636,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
644,β5/4 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
646,β117,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
